SKU,Tamanho_Pedido,Loja,Data_da_Venda,Marca,Preco
HL1013,04,Recife,20100402,Nikon,1550
HL1008,02,Sao Paulo,20100402,Philco,2000
HL1005,03,Rio de Janeiro,20100403,Canon,1500
HL1007,03,Recife,20100403,Dell,2300
HL1005,02,Sao Paulo,20100403,Canon,1500
HL1008,05,Sao Paulo,20100403,Philco,2000
HL1009,01,Porto Alegre,20100403,Motorola,1400
HL1008,04,Belo Horizonte,20100403,Philco,2000
HL1018,02,Recife,20100404,Xiaomi,1200
HL1024,04,Sao Paulo,20100404,Acer,2400
HL1024,05,Sao Paulo,20100404,Acer,2400
HL1013,05,Belo Horizonte,20100404,Nikon,1550
HL1005,01,Sao Paulo,20100404,Canon,1500
HL1013,03,Fortaleza,20100404,Nikon,1550
HL1020,01,Recife,20100404,Motorola,1500
HL1018,04,Salvador,20100404,Xiaomi,1200
HL1013,03,Sao Paulo,20100404,Nikon,1550
HL1005,01,Fortaleza,20100405,Canon,1500
HL1007,01,Campinas,20100405,Dell,2300
HL1007,05,Salvador,20100405,Dell,2300
HL1008,05,Goiania,20100405,Philco,2000
HL1009,02,Rio de Janeiro,20100405,Motorola,1400
HL1007,05,Nova Iguacu,20100405,Dell,2300
HL1015,04,Sao Paulo,20100405,Sony,700
HL1024,05,Goiania,20100406,Acer,2400
HL1007,04,Guarulhos,20100406,Dell,2300
HL1007,02,Curitiba,20100406,Dell,2300
HL1018,04,Sao Paulo,20100406,Xiaomi,1200
HL1007,02,Sao Paulo,20100406,Dell,2300
HL1009,05,Sao Paulo,20100407,Motorola,1400
HL1015,04,Salvador,20100407,Sony,700
HL1015,01,Goiania,20100407,Sony,700
HL1009,01,Rio de Janeiro,20100407,Motorola,1400
HL1018,03,Recife,20100407,Xiaomi,1200
HL1012,03,Salvador,20100407,Dell,5500
HL1018,04,Rio de Janeiro,20100407,Xiaomi,1200
HL1024,04,Sao Paulo,20100407,Acer,2400
HL1008,02,Sao Paulo,20100407,Philco,2000
HL1008,02,Salvador,20100408,Philco,2000
HL1007,03,Recife,20100408,Dell,2300
HL1008,05,Goiania,20100408,Philco,2000
HL1015,01,Goiania,20100408,Sony,700
HL1007,01,Nova Iguacu,20100408,Dell,2300
HL1008,01,Curitiba,20100408,Philco,2000
HL1018,02,Curitiba,20100408,Xiaomi,1200
HL1015,05,Curitiba,20100408,Sony,700
HL1005,05,Porto Alegre,20100408,Canon,1500
HL1024,05,Salvador,20100409,Acer,2400
HL1015,04,Sao Paulo,20100409,Sony,700
HL1005,04,Sao Paulo,20100409,Canon,1500
HL1009,01,Rio de Janeiro,20100409,Motorola,1400
HL1013,05,Rio de Janeiro,20100410,Nikon,1550
HL1024,01,Fortaleza,20100410,Acer,2400
HL1005,05,Niteroi,20100410,Canon,1500
HL1007,02,Sao Paulo,20100410,Dell,2300
HL1018,01,Sao Paulo,20100411,Xiaomi,1200
HL1018,03,Curitiba,20100411,Xiaomi,1200
HL1024,02,Niteroi,20100411,Acer,2400
HL1015,04,Sao Paulo,20100411,Sony,700
HL1012,03,Porto Alegre,20100411,Dell,5500
HL1005,03,Rio de Janeiro,20100412,Canon,1500
HL1009,04,Salvador,20100412,Motorola,1400
HL1013,01,Rio de Janeiro,20100412,Nikon,1550
HL1013,05,Salvador,20100412,Nikon,1550
HL1007,01,Porto Alegre,20100412,Dell,2300
HL1008,05,Porto Alegre,20100412,Philco,2000
HL1007,03,Curitiba,20100412,Dell,2300
HL1024,01,Recife,20100412,Acer,2400
HL1024,01,Salvador,20100412,Acer,2400
HL1015,04,Goiania,20100413,Sony,700
HL1008,03,Fortaleza,20100413,Philco,2000
HL1024,01,Campinas,20100413,Acer,2400
HL1018,02,Goiania,20100413,Xiaomi,1200
HL1009,02,Curitiba,20100413,Motorola,1400
HL1007,04,Campinas,20100414,Dell,2300
HL1018,04,Rio de Janeiro,20100414,Xiaomi,1200
HL1013,02,Belo Horizonte,20100414,Nikon,1550
HL1005,04,Recife,20100414,Canon,1500
HL1015,01,Porto Alegre,20100414,Sony,700
HL1007,02,Rio de Janeiro,20100415,Dell,2300
HL1018,01,Sao Paulo,20100415,Xiaomi,1200
HL1005,04,Fortaleza,20100415,Canon,1500
HL1009,02,Curitiba,20100415,Motorola,1400
HL1009,01,Campinas,20100415,Motorola,1400
HL1007,01,Salvador,20100415,Dell,2300
HL1009,02,Sao Paulo,20100415,Motorola,1400
HL1015,04,Sao Paulo,20100416,Sony,700
HL1009,05,Porto Alegre,20100416,Motorola,1400
HL1024,04,Guarulhos,20100416,Acer,2400
HL1015,05,Sao Paulo,20100416,Sony,700
HL1013,04,Curitiba,20100416,Nikon,1550
HL1013,01,Sao Paulo,20100416,Nikon,1550
HL1024,02,Nova Iguacu,20100416,Acer,2400
HL1005,02,Porto Alegre,20100416,Canon,1500
HL1012,02,Sao Paulo,20100417,Dell,5500
HL1009,03,Fortaleza,20100417,Motorola,1400
HL1008,02,Salvador,20100417,Philco,2000
HL1005,03,Nova Iguacu,20100417,Canon,1500
HL1009,02,Recife,20100417,Motorola,1400
HL1020,01,Rio de Janeiro,20100418,Motorola,1500
HL1005,02,Guarulhos,20100418,Canon,1500
HL1008,04,Fortaleza,20100418,Philco,2000
HL1013,04,Sao Paulo,20100418,Nikon,1550
HL1008,01,Recife,20100418,Philco,2000
HL1018,02,Belo Horizonte,20100418,Xiaomi,1200
HL1024,01,Salvador,20100419,Acer,2400
HL1007,03,Rio de Janeiro,20100419,Dell,2300
HL1009,02,Sao Paulo,20100419,Motorola,1400
HL1007,02,Campinas,20100419,Dell,2300
HL1018,02,Porto Alegre,20100419,Xiaomi,1200
HL1008,02,Sao Paulo,20100420,Philco,2000
HL1018,01,Belo Horizonte,20100420,Xiaomi,1200
HL1005,02,Fortaleza,20100420,Canon,1500
HL1024,03,Recife,20100420,Acer,2400
HL1020,04,Curitiba,20100420,Motorola,1500
HL1015,05,Salvador,20100420,Sony,700
HL1009,05,Porto Alegre,20100420,Motorola,1400
HL1015,04,Campinas,20100421,Sony,700
HL1015,04,Sao Paulo,20100421,Sony,700
HL1013,01,Salvador,20100421,Nikon,1550
HL1018,05,Fortaleza,20100421,Xiaomi,1200
HL1008,04,Rio de Janeiro,20100422,Philco,2000
HL1020,01,Guarulhos,20100422,Motorola,1500
HL1005,02,Sao Paulo,20100422,Canon,1500
HL1018,05,Sao Paulo,20100422,Xiaomi,1200
HL1020,02,Recife,20100423,Motorola,1500
HL1008,04,Salvador,20100423,Philco,2000
HL1024,03,Salvador,20100423,Acer,2400
HL1005,02,Goiania,20100423,Canon,1500
HL1008,02,Sao Paulo,20100423,Philco,2000
HL1024,05,Porto Alegre,20100424,Acer,2400
HL1009,05,Guarulhos,20100424,Motorola,1400
HL1009,04,Recife,20100424,Motorola,1400
HL1005,03,Sao Paulo,20100425,Canon,1500
HL1015,02,Fortaleza,20100425,Sony,700
HL1012,04,Campinas,20100425,Dell,5500
HL1013,03,Recife,20100425,Nikon,1550
HL1007,03,Curitiba,20100425,Dell,2300
HL1009,01,Belo Horizonte,20100425,Motorola,1400
HL1015,05,Salvador,20100425,Sony,700
HL1007,05,Campinas,20100425,Dell,2300
HL1005,04,Sao Paulo,20100425,Canon,1500
HL1009,01,Sao Paulo,20100425,Motorola,1400
HL1018,02,Recife,20100425,Xiaomi,1200
HL1005,03,Sao Paulo,20100425,Canon,1500
HL1024,05,Rio de Janeiro,20100426,Acer,2400
HL1009,03,Salvador,20100426,Motorola,1400
HL1015,05,Fortaleza,20100426,Sony,700
HL1005,03,Sao Paulo,20100426,Canon,1500
HL1005,05,Fortaleza,20100426,Canon,1500
HL1007,01,Curitiba,20100426,Dell,2300
HL1015,01,Goiania,20100426,Sony,700
HL1015,04,Sao Paulo,20100426,Sony,700
HL1007,02,Recife,20100427,Dell,2300
HL1024,01,Recife,20100428,Acer,2400
HL1008,01,Recife,20100428,Philco,2000
HL1012,05,Rio de Janeiro,20100428,Dell,5500
HL1018,01,Sao Paulo,20100428,Xiaomi,1200
HL1024,04,Nova Iguacu,20100428,Acer,2400
HL1008,03,Fortaleza,20100428,Philco,2000
HL1005,01,Rio de Janeiro,20100429,Canon,1500
HL1009,05,Curitiba,20100429,Motorola,1400
HL1018,02,Sao Paulo,20100429,Xiaomi,1200
HL1015,04,Recife,20100429,Sony,700
HL1015,04,Belo Horizonte,20100429,Sony,700
HL1005,03,Goiania,20100430,Canon,1500
HL1007,01,Rio de Janeiro,20100430,Dell,2300
HL1015,02,Curitiba,20100430,Sony,700
HL1005,04,Sao Paulo,20100430,Canon,1500
HL1005,01,Sao Paulo,20100430,Canon,1500
HL1009,05,Guarulhos,20100430,Motorola,1400
HL1018,05,Fortaleza,20100430,Xiaomi,1200
HL1007,01,Sao Paulo,20100430,Dell,2300
HL1005,02,Salvador,20100501,Canon,1500
HL1009,04,Sao Paulo,20100501,Motorola,1400
HL1007,04,Nova Iguacu,20100501,Dell,2300
HL1009,03,Rio de Janeiro,20100502,Motorola,1400
HL1009,01,Rio de Janeiro,20100502,Motorola,1400
HL1020,05,Sao Paulo,20100503,Motorola,1500
HL1015,03,Fortaleza,20100503,Sony,700
HL1013,03,Salvador,20100503,Nikon,1550
HL1015,01,Recife,20100503,Sony,700
HL1024,05,Rio de Janeiro,20100504,Acer,2400
HL1013,05,Recife,20100504,Nikon,1550
HL1013,01,Curitiba,20100504,Nikon,1550
HL1012,04,Guarulhos,20100504,Dell,5500
HL1012,01,Fortaleza,20100504,Dell,5500
HL1018,04,Sao Paulo,20100504,Xiaomi,1200
HL1007,02,Goiania,20100504,Dell,2300
HL1024,03,Fortaleza,20100505,Acer,2400
HL1018,03,Rio de Janeiro,20100505,Xiaomi,1200
HL1024,02,Recife,20100505,Acer,2400
HL1005,04,Salvador,20100505,Canon,1500
HL1007,01,Sao Paulo,20100505,Dell,2300
HL1008,01,Rio de Janeiro,20100506,Philco,2000
HL1009,02,Salvador,20100506,Motorola,1400
HL1007,05,Sao Paulo,20100506,Dell,2300
HL1018,03,Sao Paulo,20100506,Xiaomi,1200
HL1018,02,Fortaleza,20100506,Xiaomi,1200
HL1007,03,Fortaleza,20100506,Dell,2300
HL1020,03,Sao Paulo,20100507,Motorola,1500
HL1015,03,Rio de Janeiro,20100508,Sony,700
HL1007,02,Fortaleza,20100508,Dell,2300
HL1024,02,Guarulhos,20100508,Acer,2400
HL1020,04,Porto Alegre,20100508,Motorola,1500
HL1012,01,Salvador,20100508,Dell,5500
HL1018,02,Fortaleza,20100508,Xiaomi,1200
HL1007,05,Curitiba,20100509,Dell,2300
HL1007,01,Salvador,20100509,Dell,2300
HL1018,05,Porto Alegre,20100509,Xiaomi,1200
HL1012,02,Rio de Janeiro,20100509,Dell,5500
HL1007,02,Recife,20100509,Dell,2300
HL1024,02,Sao Paulo,20100509,Acer,2400
HL1013,02,Guarulhos,20100509,Nikon,1550
HL1018,01,Rio de Janeiro,20100510,Xiaomi,1200
HL1015,04,Goiania,20100510,Sony,700
HL1015,01,Salvador,20100510,Sony,700
HL1009,02,Sao Paulo,20100511,Motorola,1400
HL1008,02,Fortaleza,20100511,Philco,2000
HL1009,05,Sao Paulo,20100511,Motorola,1400
HL1009,02,Goiania,20100511,Motorola,1400
HL1008,02,Sao Paulo,20100511,Philco,2000
HL1018,03,Sao Paulo,20100511,Xiaomi,1200
HL1018,03,Salvador,20100512,Xiaomi,1200
HL1008,05,Fortaleza,20100512,Philco,2000
HL1005,01,Fortaleza,20100512,Canon,1500
HL1024,04,Salvador,20100512,Acer,2400
HL1005,04,Sao Paulo,20100512,Canon,1500
HL1005,05,Goiania,20100512,Canon,1500
HL1005,01,Salvador,20100513,Canon,1500
HL1015,05,Campinas,20100513,Sony,700
HL1018,02,Fortaleza,20100513,Xiaomi,1200
HL1018,01,Rio de Janeiro,20100513,Xiaomi,1200
HL1012,01,Recife,20100513,Dell,5500
HL1005,03,Rio de Janeiro,20100513,Canon,1500
HL1005,02,Fortaleza,20100514,Canon,1500
HL1013,04,Sao Paulo,20100514,Nikon,1550
HL1007,04,Rio de Janeiro,20100514,Dell,2300
HL1024,05,Salvador,20100515,Acer,2400
HL1013,04,Salvador,20100515,Nikon,1550
HL1009,04,Salvador,20100515,Motorola,1400
HL1013,04,Sao Paulo,20100515,Nikon,1550
HL1015,05,Rio de Janeiro,20100515,Sony,700
HL1007,04,Salvador,20100515,Dell,2300
HL1015,02,Sao Paulo,20100515,Sony,700
HL1012,02,Fortaleza,20100515,Dell,5500
HL1015,01,Belo Horizonte,20100516,Sony,700
HL1015,04,Sao Paulo,20100516,Sony,700
HL1005,04,Fortaleza,20100516,Canon,1500
HL1015,03,Niteroi,20100516,Sony,700
HL1018,02,Rio de Janeiro,20100516,Xiaomi,1200
HL1015,01,Fortaleza,20100516,Sony,700
HL1020,05,Rio de Janeiro,20100516,Motorola,1500
HL1007,01,Goiania,20100516,Dell,2300
HL1024,02,Rio de Janeiro,20100517,Acer,2400
HL1020,04,Rio de Janeiro,20100517,Motorola,1500
HL1005,03,Salvador,20100517,Canon,1500
HL1009,01,Goiania,20100517,Motorola,1400
HL1009,01,Nova Iguacu,20100517,Motorola,1400
HL1024,01,Goiania,20100517,Acer,2400
HL1013,02,Curitiba,20100517,Nikon,1550
HL1020,03,Salvador,20100517,Motorola,1500
HL1008,03,Porto Alegre,20100517,Philco,2000
HL1008,01,Fortaleza,20100518,Philco,2000
HL1015,04,Recife,20100518,Sony,700
HL1018,03,Sao Paulo,20100518,Xiaomi,1200
HL1024,04,Sao Paulo,20100518,Acer,2400
HL1015,03,Recife,20100518,Sony,700
HL1009,02,Rio de Janeiro,20100518,Motorola,1400
HL1013,02,Salvador,20100518,Nikon,1550
HL1020,04,Sao Paulo,20100518,Motorola,1500
HL1007,01,Guarulhos,20100519,Dell,2300
HL1008,04,Curitiba,20100519,Philco,2000
HL1009,04,Porto Alegre,20100519,Motorola,1400
HL1020,03,Niteroi,20100519,Motorola,1500
HL1008,03,Recife,20100519,Philco,2000
HL1015,02,Salvador,20100519,Sony,700
HL1008,04,Fortaleza,20100519,Philco,2000
HL1008,02,Porto Alegre,20100519,Philco,2000
HL1005,01,Campinas,20100519,Canon,1500
HL1009,04,Goiania,20100520,Motorola,1400
HL1005,05,Curitiba,20100520,Canon,1500
HL1015,04,Sao Paulo,20100520,Sony,700
HL1018,01,Salvador,20100520,Xiaomi,1200
HL1008,01,Fortaleza,20100520,Philco,2000
HL1005,04,Rio de Janeiro,20100521,Canon,1500
HL1018,05,Sao Paulo,20100521,Xiaomi,1200
HL1012,04,Guarulhos,20100521,Dell,5500
HL1020,05,Curitiba,20100521,Motorola,1500
HL1013,05,Curitiba,20100521,Nikon,1550
HL1013,03,Curitiba,20100521,Nikon,1550
HL1015,03,Curitiba,20100521,Sony,700
HL1020,02,Sao Paulo,20100522,Motorola,1500
HL1024,02,Sao Paulo,20100522,Acer,2400
HL1005,01,Niteroi,20100522,Canon,1500
HL1018,03,Sao Paulo,20100522,Xiaomi,1200
HL1015,03,Guarulhos,20100522,Sony,700
HL1005,05,Sao Paulo,20100522,Canon,1500
HL1005,05,Sao Paulo,20100523,Canon,1500
HL1007,02,Salvador,20100523,Dell,2300
HL1015,03,Porto Alegre,20100523,Sony,700
HL1020,01,Goiania,20100523,Motorola,1500
HL1005,02,Salvador,20100523,Canon,1500
HL1005,01,Belo Horizonte,20100523,Canon,1500
HL1015,03,Sao Paulo,20100524,Sony,700
HL1005,03,Curitiba,20100524,Canon,1500
HL1013,05,Rio de Janeiro,20100524,Nikon,1550
HL1008,01,Sao Paulo,20100524,Philco,2000
HL1024,02,Sao Paulo,20100524,Acer,2400
HL1020,03,Belo Horizonte,20100524,Motorola,1500
HL1009,02,Sao Paulo,20100524,Motorola,1400
HL1009,01,Sao Paulo,20100524,Motorola,1400
HL1007,04,Recife,20100524,Dell,2300
HL1020,04,Sao Paulo,20100525,Motorola,1500
HL1005,05,Niteroi,20100525,Canon,1500
HL1009,02,Sao Paulo,20100526,Motorola,1400
HL1015,02,Sao Paulo,20100526,Sony,700
HL1007,05,Rio de Janeiro,20100526,Dell,2300
HL1007,05,Recife,20100526,Dell,2300
HL1008,04,Rio de Janeiro,20100527,Philco,2000
HL1013,01,Porto Alegre,20100527,Nikon,1550
HL1009,02,Sao Paulo,20100527,Motorola,1400
HL1009,03,Sao Paulo,20100527,Motorola,1400
HL1009,04,Rio de Janeiro,20100527,Motorola,1400
HL1009,01,Sao Paulo,20100528,Motorola,1400
HL1005,02,Sao Paulo,20100528,Canon,1500
HL1018,04,Rio de Janeiro,20100528,Xiaomi,1200
HL1018,01,Curitiba,20100528,Xiaomi,1200
HL1005,04,Porto Alegre,20100528,Canon,1500
HL1007,02,Sao Paulo,20100528,Dell,2300
HL1007,04,Rio de Janeiro,20100528,Dell,2300
HL1009,04,Sao Paulo,20100529,Motorola,1400
HL1013,03,Curitiba,20100529,Nikon,1550
HL1024,05,Fortaleza,20100529,Acer,2400
HL1005,03,Fortaleza,20100529,Canon,1500
HL1013,02,Fortaleza,20100529,Nikon,1550
HL1015,05,Belo Horizonte,20100529,Sony,700
HL1024,01,Salvador,20100529,Acer,2400
HL1009,03,Sao Paulo,20100529,Motorola,1400
HL1024,01,Salvador,20100529,Acer,2400
HL1013,04,Guarulhos,20100529,Nikon,1550
HL1009,02,Sao Paulo,20100530,Motorola,1400
HL1005,03,Salvador,20100530,Canon,1500
HL1005,04,Salvador,20100530,Canon,1500
HL1005,05,Sao Paulo,20100530,Canon,1500
HL1015,03,Fortaleza,20100530,Sony,700
HL1008,03,Rio de Janeiro,20100531,Philco,2000
HL1005,01,Nova Iguacu,20100531,Canon,1500
HL1013,02,Sao Paulo,20100531,Nikon,1550
HL1008,04,Salvador,20100531,Philco,2000
HL1007,01,Goiania,20100531,Dell,2300
HL1009,05,Guarulhos,20100601,Motorola,1400
HL1008,03,Sao Paulo,20100601,Philco,2000
HL1007,04,Fortaleza,20100601,Dell,2300
HL1008,05,Porto Alegre,20100601,Philco,2000
HL1012,02,Sao Paulo,20100601,Dell,5500
HL1005,05,Recife,20100601,Canon,1500
HL1005,05,Sao Paulo,20100601,Canon,1500
HL1020,01,Fortaleza,20100601,Motorola,1500
HL1015,03,Curitiba,20100601,Sony,700
HL1024,02,Rio de Janeiro,20100601,Acer,2400
HL1024,03,Recife,20100602,Acer,2400
HL1005,04,Belo Horizonte,20100602,Canon,1500
HL1009,02,Curitiba,20100602,Motorola,1400
HL1009,03,Fortaleza,20100602,Motorola,1400
HL1024,02,Fortaleza,20100602,Acer,2400
HL1009,02,Salvador,20100602,Motorola,1400
HL1024,04,Goiania,20100602,Acer,2400
HL1005,04,Rio de Janeiro,20100603,Canon,1500
HL1009,04,Sao Paulo,20100603,Motorola,1400
HL1024,04,Nova Iguacu,20100604,Acer,2400
HL1007,04,Recife,20100604,Dell,2300
HL1018,02,Curitiba,20100604,Xiaomi,1200
HL1009,05,Goiania,20100604,Motorola,1400
HL1012,03,Belo Horizonte,20100604,Dell,5500
HL1008,02,Sao Paulo,20100604,Philco,2000
HL1007,01,Goiania,20100604,Dell,2300
HL1008,02,Belo Horizonte,20100604,Philco,2000
HL1005,01,Sao Paulo,20100605,Canon,1500
HL1009,02,Sao Paulo,20100605,Motorola,1400
HL1015,02,Salvador,20100605,Sony,700
HL1009,01,Belo Horizonte,20100605,Motorola,1400
HL1005,02,Belo Horizonte,20100605,Canon,1500
HL1008,02,Fortaleza,20100605,Philco,2000
HL1015,01,Salvador,20100605,Sony,700
HL1005,02,Nova Iguacu,20100605,Canon,1500
HL1009,03,Belo Horizonte,20100605,Motorola,1400
HL1005,05,Nova Iguacu,20100605,Canon,1500
HL1008,05,Sao Paulo,20100605,Philco,2000
HL1024,05,Salvador,20100606,Acer,2400
HL1015,04,Belo Horizonte,20100606,Sony,700
HL1024,04,Goiania,20100606,Acer,2400
HL1005,01,Guarulhos,20100606,Canon,1500
HL1005,05,Salvador,20100606,Canon,1500
HL1013,03,Rio de Janeiro,20100606,Nikon,1550
HL1008,04,Goiania,20100606,Philco,2000
HL1018,02,Rio de Janeiro,20100606,Xiaomi,1200
HL1005,05,Fortaleza,20100606,Canon,1500
HL1015,04,Porto Alegre,20100606,Sony,700
HL1005,01,Rio de Janeiro,20100606,Canon,1500
HL1015,04,Belo Horizonte,20100606,Sony,700
HL1009,05,Sao Paulo,20100607,Motorola,1400
HL1024,01,Belo Horizonte,20100607,Acer,2400
HL1015,02,Sao Paulo,20100607,Sony,700
HL1007,01,Fortaleza,20100607,Dell,2300
HL1007,04,Sao Paulo,20100607,Dell,2300
HL1008,02,Fortaleza,20100607,Philco,2000
HL1009,02,Sao Paulo,20100607,Motorola,1400
HL1007,04,Porto Alegre,20100608,Dell,2300
HL1024,02,Fortaleza,20100608,Acer,2400
HL1007,02,Guarulhos,20100608,Dell,2300
HL1008,03,Recife,20100608,Philco,2000
HL1015,01,Goiania,20100608,Sony,700
HL1012,05,Guarulhos,20100608,Dell,5500
HL1005,01,Niteroi,20100608,Canon,1500
HL1013,01,Goiania,20100608,Nikon,1550
HL1007,05,Goiania,20100609,Dell,2300
HL1013,04,Salvador,20100609,Nikon,1550
HL1007,04,Niteroi,20100609,Dell,2300
HL1024,04,Recife,20100609,Acer,2400
HL1007,01,Rio de Janeiro,20100609,Dell,2300
HL1005,04,Salvador,20100609,Canon,1500
HL1008,01,Sao Paulo,20100609,Philco,2000
HL1015,05,Sao Paulo,20100610,Sony,700
HL1020,01,Curitiba,20100610,Motorola,1500
HL1009,01,Recife,20100610,Motorola,1400
HL1005,02,Fortaleza,20100610,Canon,1500
HL1005,01,Sao Paulo,20100610,Canon,1500
HL1020,05,Recife,20100610,Motorola,1500
HL1018,05,Sao Paulo,20100610,Xiaomi,1200
HL1007,05,Porto Alegre,20100611,Dell,2300
HL1015,04,Salvador,20100611,Sony,700
HL1009,02,Salvador,20100611,Motorola,1400
HL1012,01,Belo Horizonte,20100611,Dell,5500
HL1009,02,Rio de Janeiro,20100611,Motorola,1400
HL1024,01,Sao Paulo,20100611,Acer,2400
HL1024,03,Goiania,20100611,Acer,2400
HL1007,01,Recife,20100611,Dell,2300
HL1020,02,Sao Paulo,20100612,Motorola,1500
HL1009,04,Nova Iguacu,20100612,Motorola,1400
HL1024,02,Porto Alegre,20100612,Acer,2400
HL1015,01,Rio de Janeiro,20100612,Sony,700
HL1015,03,Curitiba,20100612,Sony,700
HL1005,02,Sao Paulo,20100612,Canon,1500
HL1008,04,Belo Horizonte,20100612,Philco,2000
HL1009,01,Guarulhos,20100612,Motorola,1400
HL1018,01,Guarulhos,20100613,Xiaomi,1200
HL1009,03,Sao Paulo,20100613,Motorola,1400
HL1007,04,Recife,20100613,Dell,2300
HL1013,02,Sao Paulo,20100613,Nikon,1550
HL1005,03,Nova Iguacu,20100613,Canon,1500
HL1015,03,Sao Paulo,20100613,Sony,700
HL1015,03,Porto Alegre,20100613,Sony,700
HL1018,05,Fortaleza,20100613,Xiaomi,1200
HL1009,03,Niteroi,20100613,Motorola,1400
HL1018,01,Fortaleza,20100613,Xiaomi,1200
HL1024,02,Curitiba,20100613,Acer,2400
HL1024,04,Recife,20100613,Acer,2400
HL1007,01,Belo Horizonte,20100614,Dell,2300
HL1015,04,Rio de Janeiro,20100614,Sony,700
HL1015,02,Rio de Janeiro,20100614,Sony,700
HL1012,02,Niteroi,20100614,Dell,5500
HL1009,05,Sao Paulo,20100614,Motorola,1400
HL1015,04,Rio de Janeiro,20100615,Sony,700
HL1012,01,Sao Paulo,20100615,Dell,5500
HL1007,01,Rio de Janeiro,20100615,Dell,2300
HL1009,01,Recife,20100615,Motorola,1400
HL1009,02,Belo Horizonte,20100615,Motorola,1400
HL1007,01,Rio de Janeiro,20100615,Dell,2300
HL1013,05,Fortaleza,20100615,Nikon,1550
HL1015,01,Campinas,20100615,Sony,700
HL1015,03,Curitiba,20100615,Sony,700
HL1007,02,Fortaleza,20100616,Dell,2300
HL1018,05,Sao Paulo,20100616,Xiaomi,1200
HL1012,02,Nova Iguacu,20100616,Dell,5500
HL1007,01,Porto Alegre,20100616,Dell,2300
HL1009,05,Sao Paulo,20100616,Motorola,1400
HL1015,04,Belo Horizonte,20100616,Sony,700
HL1009,02,Rio de Janeiro,20100617,Motorola,1400
HL1008,02,Sao Paulo,20100618,Philco,2000
HL1012,04,Sao Paulo,20100618,Dell,5500
HL1005,01,Fortaleza,20100618,Canon,1500
HL1018,05,Porto Alegre,20100618,Xiaomi,1200
HL1007,04,Salvador,20100618,Dell,2300
HL1018,03,Sao Paulo,20100618,Xiaomi,1200
HL1015,05,Guarulhos,20100618,Sony,700
HL1009,05,Goiania,20100618,Motorola,1400
HL1013,05,Sao Paulo,20100619,Nikon,1550
HL1009,04,Guarulhos,20100619,Motorola,1400
HL1009,05,Campinas,20100619,Motorola,1400
HL1009,03,Sao Paulo,20100619,Motorola,1400
HL1013,04,Sao Paulo,20100619,Nikon,1550
HL1015,03,Sao Paulo,20100620,Sony,700
HL1009,03,Campinas,20100620,Motorola,1400
HL1007,01,Niteroi,20100620,Dell,2300
HL1005,02,Sao Paulo,20100620,Canon,1500
HL1007,02,Rio de Janeiro,20100620,Dell,2300
HL1015,04,Sao Paulo,20100620,Sony,700
HL1015,01,Fortaleza,20100620,Sony,700
HL1007,02,Curitiba,20100620,Dell,2300
HL1024,01,Sao Paulo,20100620,Acer,2400
HL1005,05,Nova Iguacu,20100621,Canon,1500
HL1024,04,Nova Iguacu,20100621,Acer,2400
HL1012,01,Sao Paulo,20100621,Dell,5500
HL1007,03,Porto Alegre,20100621,Dell,2300
HL1009,01,Fortaleza,20100621,Motorola,1400
HL1013,03,Fortaleza,20100621,Nikon,1550
HL1009,05,Recife,20100622,Motorola,1400
HL1012,05,Sao Paulo,20100622,Dell,5500
HL1012,03,Rio de Janeiro,20100622,Dell,5500
HL1009,01,Curitiba,20100622,Motorola,1400
HL1020,03,Curitiba,20100623,Motorola,1500
HL1012,02,Sao Paulo,20100623,Dell,5500
HL1018,01,Rio de Janeiro,20100623,Xiaomi,1200
HL1012,02,Sao Paulo,20100624,Dell,5500
HL1009,02,Goiania,20100624,Motorola,1400
HL1009,02,Recife,20100624,Motorola,1400
HL1015,02,Guarulhos,20100624,Sony,700
HL1013,05,Salvador,20100624,Nikon,1550
HL1013,05,Goiania,20100624,Nikon,1550
HL1005,04,Sao Paulo,20100624,Canon,1500
HL1015,01,Rio de Janeiro,20100625,Sony,700
HL1024,02,Porto Alegre,20100625,Acer,2400
HL1018,02,Sao Paulo,20100625,Xiaomi,1200
HL1005,05,Sao Paulo,20100625,Canon,1500
HL1018,03,Sao Paulo,20100625,Xiaomi,1200
HL1008,02,Fortaleza,20100625,Philco,2000
HL1020,02,Sao Paulo,20100625,Motorola,1500
HL1008,03,Belo Horizonte,20100625,Philco,2000
HL1018,01,Guarulhos,20100626,Xiaomi,1200
HL1007,04,Sao Paulo,20100626,Dell,2300
HL1012,04,Rio de Janeiro,20100626,Dell,5500
HL1018,01,Salvador,20100626,Xiaomi,1200
HL1005,02,Porto Alegre,20100626,Canon,1500
HL1015,02,Curitiba,20100626,Sony,700
HL1009,05,Nova Iguacu,20100626,Motorola,1400
HL1005,04,Fortaleza,20100626,Canon,1500
HL1007,04,Porto Alegre,20100626,Dell,2300
HL1005,01,Sao Paulo,20100627,Canon,1500
HL1018,02,Goiania,20100627,Xiaomi,1200
HL1013,03,Campinas,20100627,Nikon,1550
HL1015,01,Fortaleza,20100627,Sony,700
HL1024,01,Goiania,20100627,Acer,2400
HL1005,05,Nova Iguacu,20100627,Canon,1500
HL1008,03,Recife,20100628,Philco,2000
HL1008,04,Belo Horizonte,20100628,Philco,2000
HL1009,04,Rio de Janeiro,20100628,Motorola,1400
